query_index,query,video_id,start,end
72,2 hearts on the sea,Pwv4avomXYo,137.75,137.75
72,2 hearts on the sea,Pwv4avomXYo,138.0,138.0
72,2 hearts on the sea,Pwv4avomXYo,137.25,137.25
72,2 hearts on the sea,Pwv4avomXYo,142.0,142.0
73,"An mp3 with a note saying ""PLAY ME"" and a ribbon.",Pwv4avomXYo,139.25,139.25
73,"An mp3 with a note saying ""PLAY ME"" and a ribbon.",Pwv4avomXYo,137.75,137.75
73,"An mp3 with a note saying ""PLAY ME"" and a ribbon.",Pwv4avomXYo,138.0,138.0
73,"An mp3 with a note saying ""PLAY ME"" and a ribbon.",Pwv4avomXYo,137.25,137.25
73,"An mp3 with a note saying ""PLAY ME"" and a ribbon.",Pwv4avomXYo,142.0,142.0
74,Cake decorated with happy birthday message and flowers,Pwv4avomXYo,139.25,139.25
74,Cake decorated with happy birthday message and flowers,Pwv4avomXYo,137.75,137.75
74,Cake decorated with happy birthday message and flowers,Pwv4avomXYo,138.0,138.0
74,Cake decorated with happy birthday message and flowers,Pwv4avomXYo,137.25,137.25
74,Cake decorated with happy birthday message and flowers,Pwv4avomXYo,142.0,142.0
75,A woman unties the ribbon around the mp3 and plays the mp3.,Pwv4avomXYo,139.25,139.25
75,A woman unties the ribbon around the mp3 and plays the mp3.,Pwv4avomXYo,137.75,137.75
75,A woman unties the ribbon around the mp3 and plays the mp3.,Pwv4avomXYo,138.0,138.0
75,A woman unties the ribbon around the mp3 and plays the mp3.,Pwv4avomXYo,137.25,137.25
75,A woman unties the ribbon around the mp3 and plays the mp3.,Pwv4avomXYo,142.0,142.0
76,A woman puts down the mp3 she was holding on the table,Pwv4avomXYo,139.25,139.25
76,A woman puts down the mp3 she was holding on the table,Pwv4avomXYo,137.75,137.75
76,A woman puts down the mp3 she was holding on the table,Pwv4avomXYo,138.0,138.0
76,A woman puts down the mp3 she was holding on the table,Pwv4avomXYo,137.25,137.25
76,A woman puts down the mp3 she was holding on the table,Pwv4avomXYo,142.0,142.0
77,"When the woman asks the man if he did it, the man denies it.",Pwv4avomXYo,139.25,139.25
77,"When the woman asks the man if he did it, the man denies it.",Pwv4avomXYo,137.75,137.75
77,"When the woman asks the man if he did it, the man denies it.",Pwv4avomXYo,138.0,138.0
77,"When the woman asks the man if he did it, the man denies it.",Pwv4avomXYo,137.25,137.25
77,"When the woman asks the man if he did it, the man denies it.",Pwv4avomXYo,142.0,142.0
78,The man in the voice leaves a happy birthday message to the woman.,Pwv4avomXYo,139.25,139.25
78,The man in the voice leaves a happy birthday message to the woman.,Pwv4avomXYo,137.75,137.75
78,The man in the voice leaves a happy birthday message to the woman.,Pwv4avomXYo,138.0,138.0
78,The man in the voice leaves a happy birthday message to the woman.,Pwv4avomXYo,137.25,137.25
78,The man in the voice leaves a happy birthday message to the woman.,Pwv4avomXYo,142.0,142.0
79,"Birthday cake, flower decoration",Pwv4avomXYo,139.25,139.25
79,"Birthday cake, flower decoration",Pwv4avomXYo,137.75,137.75
79,"Birthday cake, flower decoration",Pwv4avomXYo,138.0,138.0
79,"Birthday cake, flower decoration",Pwv4avomXYo,137.25,137.25
79,"Birthday cake, flower decoration",Pwv4avomXYo,142.0,142.0
80,"pink ribbon, mp3, note",Pwv4avomXYo,139.25,139.25
80,"pink ribbon, mp3, note",Pwv4avomXYo,137.75,137.75
80,"pink ribbon, mp3, note",Pwv4avomXYo,138.0,138.0
80,"pink ribbon, mp3, note",Pwv4avomXYo,137.25,137.25
80,"pink ribbon, mp3, note",Pwv4avomXYo,142.0,142.0
81,An onion-shaped creature sits in the driver's seat of a car.,Pwv4avomXYo,139.25,139.25
81,An onion-shaped creature sits in the driver's seat of a car.,Pwv4avomXYo,137.75,137.75
81,An onion-shaped creature sits in the driver's seat of a car.,Pwv4avomXYo,138.0,138.0
81,An onion-shaped creature sits in the driver's seat of a car.,Pwv4avomXYo,137.25,137.25
81,An onion-shaped creature sits in the driver's seat of a car.,Pwv4avomXYo,142.0,142.0
82,A woman looks tired while wearing a mask pack,Pwv4avomXYo,139.25,139.25
82,A woman looks tired while wearing a mask pack,Pwv4avomXYo,137.75,137.75
82,A woman looks tired while wearing a mask pack,Pwv4avomXYo,138.0,138.0
82,A woman looks tired while wearing a mask pack,Pwv4avomXYo,137.25,137.25
82,A woman looks tired while wearing a mask pack,Pwv4avomXYo,142.0,142.0
83,Man throws monkey into portal,Pwv4avomXYo,139.25,139.25
83,Man throws monkey into portal,Pwv4avomXYo,137.75,137.75
83,Man throws monkey into portal,Pwv4avomXYo,138.0,138.0
83,Man throws monkey into portal,Pwv4avomXYo,137.25,137.25
83,Man throws monkey into portal,Pwv4avomXYo,142.0,142.0
84,A man connects a wire by holding it with both hands,Pwv4avomXYo,139.25,139.25
84,A man connects a wire by holding it with both hands,Pwv4avomXYo,137.75,137.75
84,A man connects a wire by holding it with both hands,Pwv4avomXYo,138.0,138.0
84,A man connects a wire by holding it with both hands,Pwv4avomXYo,137.25,137.25
84,A man connects a wire by holding it with both hands,Pwv4avomXYo,142.0,142.0
85,A man informs a woman that he has big news.,Pwv4avomXYo,139.25,139.25
85,A man informs a woman that he has big news.,Pwv4avomXYo,137.75,137.75
85,A man informs a woman that he has big news.,Pwv4avomXYo,138.0,138.0
85,A man informs a woman that he has big news.,Pwv4avomXYo,137.25,137.25
85,A man informs a woman that he has big news.,Pwv4avomXYo,142.0,142.0
86,Man introduces his invention grocery deliverator,Pwv4avomXYo,139.25,139.25
86,Man introduces his invention grocery deliverator,Pwv4avomXYo,137.75,137.75
86,Man introduces his invention grocery deliverator,Pwv4avomXYo,138.0,138.0
86,Man introduces his invention grocery deliverator,Pwv4avomXYo,137.25,137.25
86,Man introduces his invention grocery deliverator,Pwv4avomXYo,142.0,142.0
87,"electricity, electric shock, monkey",Pwv4avomXYo,139.25,139.25
87,"electricity, electric shock, monkey",Pwv4avomXYo,137.75,137.75
87,"electricity, electric shock, monkey",Pwv4avomXYo,138.0,138.0
87,"electricity, electric shock, monkey",Pwv4avomXYo,137.25,137.25
87,"electricity, electric shock, monkey",Pwv4avomXYo,142.0,142.0
88,"DOORBELL, SPARKS, FINGER",Pwv4avomXYo,139.25,139.25
88,"DOORBELL, SPARKS, FINGER",Pwv4avomXYo,137.75,137.75
88,"DOORBELL, SPARKS, FINGER",Pwv4avomXYo,138.0,138.0
88,"DOORBELL, SPARKS, FINGER",Pwv4avomXYo,137.25,137.25
88,"DOORBELL, SPARKS, FINGER",Pwv4avomXYo,142.0,142.0
89,A man is holding a bow and arrow in the forest,Pwv4avomXYo,139.25,139.25
89,A man is holding a bow and arrow in the forest,Pwv4avomXYo,137.75,137.75
89,A man is holding a bow and arrow in the forest,Pwv4avomXYo,138.0,138.0
89,A man is holding a bow and arrow in the forest,Pwv4avomXYo,137.25,137.25
89,A man is holding a bow and arrow in the forest,Pwv4avomXYo,142.0,142.0
90,Four men are holding a person bound to a pole,Pwv4avomXYo,139.25,139.25
90,Four men are holding a person bound to a pole,Pwv4avomXYo,137.75,137.75
90,Four men are holding a person bound to a pole,Pwv4avomXYo,138.0,138.0
90,Four men are holding a person bound to a pole,Pwv4avomXYo,137.25,137.25
90,Four men are holding a person bound to a pole,Pwv4avomXYo,142.0,142.0
91,A wild boar can be seen running through the trees into the forest.,Pwv4avomXYo,139.25,139.25
91,A wild boar can be seen running through the trees into the forest.,Pwv4avomXYo,137.75,137.75
91,A wild boar can be seen running through the trees into the forest.,Pwv4avomXYo,138.0,138.0
91,A wild boar can be seen running through the trees into the forest.,Pwv4avomXYo,137.25,137.25
91,A wild boar can be seen running through the trees into the forest.,Pwv4avomXYo,142.0,142.0
92,A man helps a boy who has fallen,Pwv4avomXYo,139.25,139.25
92,A man helps a boy who has fallen,Pwv4avomXYo,137.75,137.75
92,A man helps a boy who has fallen,Pwv4avomXYo,138.0,138.0
92,A man helps a boy who has fallen,Pwv4avomXYo,137.25,137.25
92,A man helps a boy who has fallen,Pwv4avomXYo,142.0,142.0
93,Man talks about things he can teach orphans,Pwv4avomXYo,139.25,139.25
93,Man talks about things he can teach orphans,Pwv4avomXYo,137.75,137.75
93,Man talks about things he can teach orphans,Pwv4avomXYo,138.0,138.0
93,Man talks about things he can teach orphans,Pwv4avomXYo,137.25,137.25
93,Man talks about things he can teach orphans,Pwv4avomXYo,142.0,142.0
94,Boy asks man if he is a crusader and man says yes,Pwv4avomXYo,139.25,139.25
94,Boy asks man if he is a crusader and man says yes,Pwv4avomXYo,137.75,137.75
94,Boy asks man if he is a crusader and man says yes,Pwv4avomXYo,138.0,138.0
94,Boy asks man if he is a crusader and man says yes,Pwv4avomXYo,137.25,137.25
94,Boy asks man if he is a crusader and man says yes,Pwv4avomXYo,142.0,142.0
95,"forest, trees, wild boar",Pwv4avomXYo,139.25,139.25
95,"forest, trees, wild boar",Pwv4avomXYo,137.75,137.75
95,"forest, trees, wild boar",Pwv4avomXYo,138.0,138.0
95,"forest, trees, wild boar",Pwv4avomXYo,137.25,137.25
95,"forest, trees, wild boar",Pwv4avomXYo,142.0,142.0
96,"forest, male, bow, arrow",Pwv4avomXYo,139.25,139.25
96,"forest, male, bow, arrow",Pwv4avomXYo,137.75,137.75
96,"forest, male, bow, arrow",Pwv4avomXYo,138.0,138.0
96,"forest, male, bow, arrow",Pwv4avomXYo,137.25,137.25
96,"forest, male, bow, arrow",Pwv4avomXYo,142.0,142.0
97,"There is a grandfather and a child, and the child smiles brightly while holding a canned food.",Pwv4avomXYo,139.25,139.25
97,"There is a grandfather and a child, and the child smiles brightly while holding a canned food.",Pwv4avomXYo,137.75,137.75
97,"There is a grandfather and a child, and the child smiles brightly while holding a canned food.",Pwv4avomXYo,138.0,138.0
97,"There is a grandfather and a child, and the child smiles brightly while holding a canned food.",Pwv4avomXYo,137.25,137.25
97,"There is a grandfather and a child, and the child smiles brightly while holding a canned food.",Pwv4avomXYo,142.0,142.0
98,"There are canned food, books, picture frames, etc. in the box.",Pwv4avomXYo,139.25,139.25
98,"There are canned food, books, picture frames, etc. in the box.",Pwv4avomXYo,137.75,137.75
98,"There are canned food, books, picture frames, etc. in the box.",Pwv4avomXYo,138.0,138.0
98,"There are canned food, books, picture frames, etc. in the box.",Pwv4avomXYo,137.25,137.25
98,"There are canned food, books, picture frames, etc. in the box.",Pwv4avomXYo,142.0,142.0
99,A man force-feeds another man canned spinach,Pwv4avomXYo,139.25,139.25
99,A man force-feeds another man canned spinach,Pwv4avomXYo,137.75,137.75
99,A man force-feeds another man canned spinach,Pwv4avomXYo,138.0,138.0
99,A man force-feeds another man canned spinach,Pwv4avomXYo,137.25,137.25
99,A man force-feeds another man canned spinach,Pwv4avomXYo,142.0,142.0
100,A man in a white uniform does a back tumble,Pwv4avomXYo,139.25,139.25
100,A man in a white uniform does a back tumble,Pwv4avomXYo,137.75,137.75
100,A man in a white uniform does a back tumble,Pwv4avomXYo,138.0,138.0
100,A man in a white uniform does a back tumble,Pwv4avomXYo,137.25,137.25
100,A man in a white uniform does a back tumble,Pwv4avomXYo,142.0,142.0
101,A woman says a man is her hero,Pwv4avomXYo,139.25,139.25
101,A woman says a man is her hero,Pwv4avomXYo,137.75,137.75
101,A woman says a man is her hero,Pwv4avomXYo,138.0,138.0
101,A woman says a man is her hero,Pwv4avomXYo,137.25,137.25
101,A woman says a man is her hero,Pwv4avomXYo,142.0,142.0
102,A man holds a can and asks if he doesn't like spinach,Pwv4avomXYo,139.25,139.25
102,A man holds a can and asks if he doesn't like spinach,Pwv4avomXYo,137.75,137.75
102,A man holds a can and asks if he doesn't like spinach,Pwv4avomXYo,138.0,138.0
102,A man holds a can and asks if he doesn't like spinach,Pwv4avomXYo,137.25,137.25
102,A man holds a can and asks if he doesn't like spinach,Pwv4avomXYo,142.0,142.0
103,"Box, book, 2 cans, picture frame, pipe",Pwv4avomXYo,139.25,139.25
103,"Box, book, 2 cans, picture frame, pipe",Pwv4avomXYo,137.75,137.75
103,"Box, book, 2 cans, picture frame, pipe",Pwv4avomXYo,138.0,138.0
103,"Box, book, 2 cans, picture frame, pipe",Pwv4avomXYo,137.25,137.25
103,"Box, book, 2 cans, picture frame, pipe",Pwv4avomXYo,142.0,142.0
104,"grandfather, child, canned food",Pwv4avomXYo,139.25,139.25
104,"grandfather, child, canned food",Pwv4avomXYo,137.75,137.75
104,"grandfather, child, canned food",Pwv4avomXYo,138.0,138.0
104,"grandfather, child, canned food",Pwv4avomXYo,137.25,137.25
104,"grandfather, child, canned food",Pwv4avomXYo,142.0,142.0
105,"In the background of a narrow street lined with shops, a large number of police or military personnel are marching in a line with shields and equipment.",Pwv4avomXYo,139.25,139.25
105,"In the background of a narrow street lined with shops, a large number of police or military personnel are marching in a line with shields and equipment.",Pwv4avomXYo,137.75,137.75
105,"In the background of a narrow street lined with shops, a large number of police or military personnel are marching in a line with shields and equipment.",Pwv4avomXYo,138.0,138.0
105,"In the background of a narrow street lined with shops, a large number of police or military personnel are marching in a line with shields and equipment.",Pwv4avomXYo,137.25,137.25
105,"In the background of a narrow street lined with shops, a large number of police or military personnel are marching in a line with shields and equipment.",Pwv4avomXYo,142.0,142.0
106,"A man is lying on the floor, bleeding, and his helmet is next to him.",Pwv4avomXYo,139.25,139.25
106,"A man is lying on the floor, bleeding, and his helmet is next to him.",Pwv4avomXYo,137.75,137.75
106,"A man is lying on the floor, bleeding, and his helmet is next to him.",Pwv4avomXYo,138.0,138.0
106,"A man is lying on the floor, bleeding, and his helmet is next to him.",Pwv4avomXYo,137.25,137.25
106,"A man is lying on the floor, bleeding, and his helmet is next to him.",Pwv4avomXYo,142.0,142.0
107,A tank fires at a building in the middle of a city street.,Pwv4avomXYo,139.25,139.25
107,A tank fires at a building in the middle of a city street.,Pwv4avomXYo,137.75,137.75
107,A tank fires at a building in the middle of a city street.,Pwv4avomXYo,138.0,138.0
107,A tank fires at a building in the middle of a city street.,Pwv4avomXYo,137.25,137.25
107,A tank fires at a building in the middle of a city street.,Pwv4avomXYo,142.0,142.0
108,A woman puts her eyes to the peephole and examines the external situation.,Pwv4avomXYo,139.25,139.25
108,A woman puts her eyes to the peephole and examines the external situation.,Pwv4avomXYo,137.75,137.75
108,A woman puts her eyes to the peephole and examines the external situation.,Pwv4avomXYo,138.0,138.0
108,A woman puts her eyes to the peephole and examines the external situation.,Pwv4avomXYo,137.25,137.25
108,A woman puts her eyes to the peephole and examines the external situation.,Pwv4avomXYo,142.0,142.0
109,A man calls Lucy to come out of the swimming pool.,Pwv4avomXYo,139.25,139.25
109,A man calls Lucy to come out of the swimming pool.,Pwv4avomXYo,137.75,137.75
109,A man calls Lucy to come out of the swimming pool.,Pwv4avomXYo,138.0,138.0
109,A man calls Lucy to come out of the swimming pool.,Pwv4avomXYo,137.25,137.25
109,A man calls Lucy to come out of the swimming pool.,Pwv4avomXYo,142.0,142.0
110,A man instructs a woman to lock the door,Pwv4avomXYo,139.25,139.25
110,A man instructs a woman to lock the door,Pwv4avomXYo,137.75,137.75
110,A man instructs a woman to lock the door,Pwv4avomXYo,138.0,138.0
110,A man instructs a woman to lock the door,Pwv4avomXYo,137.25,137.25
110,A man instructs a woman to lock the door,Pwv4avomXYo,142.0,142.0
111,"Multiple troops, shields, shopping street",Pwv4avomXYo,139.25,139.25
111,"Multiple troops, shields, shopping street",Pwv4avomXYo,137.75,137.75
111,"Multiple troops, shields, shopping street",Pwv4avomXYo,138.0,138.0
111,"Multiple troops, shields, shopping street",Pwv4avomXYo,137.25,137.25
111,"Multiple troops, shields, shopping street",Pwv4avomXYo,142.0,142.0
112,"mortar, grandmother, grandfather, child",Pwv4avomXYo,139.25,139.25
112,"mortar, grandmother, grandfather, child",Pwv4avomXYo,137.75,137.75
112,"mortar, grandmother, grandfather, child",Pwv4avomXYo,138.0,138.0
112,"mortar, grandmother, grandfather, child",Pwv4avomXYo,137.25,137.25
112,"mortar, grandmother, grandfather, child",Pwv4avomXYo,142.0,142.0
113,Several carp are dead in the pond,Pwv4avomXYo,139.25,139.25
113,Several carp are dead in the pond,Pwv4avomXYo,137.75,137.75
113,Several carp are dead in the pond,Pwv4avomXYo,138.0,138.0
113,Several carp are dead in the pond,Pwv4avomXYo,137.25,137.25
113,Several carp are dead in the pond,Pwv4avomXYo,142.0,142.0
114,There is a bottle of wine in front of the door,Pwv4avomXYo,139.25,139.25
114,There is a bottle of wine in front of the door,Pwv4avomXYo,137.75,137.75
114,There is a bottle of wine in front of the door,Pwv4avomXYo,138.0,138.0
114,There is a bottle of wine in front of the door,Pwv4avomXYo,137.25,137.25
114,There is a bottle of wine in front of the door,Pwv4avomXYo,142.0,142.0
115,The window breaks and the people inside the house are startled.,Pwv4avomXYo,139.25,139.25
115,The window breaks and the people inside the house are startled.,Pwv4avomXYo,137.75,137.75
115,The window breaks and the people inside the house are startled.,Pwv4avomXYo,138.0,138.0
115,The window breaks and the people inside the house are startled.,Pwv4avomXYo,137.25,137.25
115,The window breaks and the people inside the house are startled.,Pwv4avomXYo,142.0,142.0
116,A woman checks and picks up the wine left at the door,Pwv4avomXYo,139.25,139.25
116,A woman checks and picks up the wine left at the door,Pwv4avomXYo,137.75,137.75
116,A woman checks and picks up the wine left at the door,Pwv4avomXYo,138.0,138.0
116,A woman checks and picks up the wine left at the door,Pwv4avomXYo,137.25,137.25
116,A woman checks and picks up the wine left at the door,Pwv4avomXYo,142.0,142.0
117,Man tells us not to visit again,Pwv4avomXYo,139.25,139.25
117,Man tells us not to visit again,Pwv4avomXYo,137.75,137.75
117,Man tells us not to visit again,Pwv4avomXYo,138.0,138.0
117,Man tells us not to visit again,Pwv4avomXYo,137.25,137.25
117,Man tells us not to visit again,Pwv4avomXYo,142.0,142.0
118,Man says he believes bad things can become gifts,Pwv4avomXYo,139.25,139.25
118,Man says he believes bad things can become gifts,Pwv4avomXYo,137.75,137.75
118,Man says he believes bad things can become gifts,Pwv4avomXYo,138.0,138.0
118,Man says he believes bad things can become gifts,Pwv4avomXYo,137.25,137.25
118,Man says he believes bad things can become gifts,Pwv4avomXYo,142.0,142.0
119,"baby bed, mobile, woman, doll, picture frame",Pwv4avomXYo,139.25,139.25
119,"baby bed, mobile, woman, doll, picture frame",Pwv4avomXYo,137.75,137.75
119,"baby bed, mobile, woman, doll, picture frame",Pwv4avomXYo,138.0,138.0
119,"baby bed, mobile, woman, doll, picture frame",Pwv4avomXYo,137.25,137.25
119,"baby bed, mobile, woman, doll, picture frame",Pwv4avomXYo,142.0,142.0
120,"Door front, big gift box, red ribbon, white box",Pwv4avomXYo,139.25,139.25
120,"Door front, big gift box, red ribbon, white box",Pwv4avomXYo,137.75,137.75
120,"Door front, big gift box, red ribbon, white box",Pwv4avomXYo,138.0,138.0
120,"Door front, big gift box, red ribbon, white box",Pwv4avomXYo,137.25,137.25
120,"Door front, big gift box, red ribbon, white box",Pwv4avomXYo,142.0,142.0
121,"A group of seven emperor penguins on a glacier, looking down",Pwv4avomXYo,139.25,139.25
121,"A group of seven emperor penguins on a glacier, looking down",Pwv4avomXYo,137.75,137.75
121,"A group of seven emperor penguins on a glacier, looking down",Pwv4avomXYo,138.0,138.0
121,"A group of seven emperor penguins on a glacier, looking down",Pwv4avomXYo,137.25,137.25
121,"A group of seven emperor penguins on a glacier, looking down",Pwv4avomXYo,142.0,142.0
122,One penguin is in the center of a group of young penguins in a glacier cave surrounded by icicles,Pwv4avomXYo,139.25,139.25
122,One penguin is in the center of a group of young penguins in a glacier cave surrounded by icicles,Pwv4avomXYo,137.75,137.75
122,One penguin is in the center of a group of young penguins in a glacier cave surrounded by icicles,Pwv4avomXYo,138.0,138.0
122,One penguin is in the center of a group of young penguins in a glacier cave surrounded by icicles,Pwv4avomXYo,137.25,137.25
122,One penguin is in the center of a group of young penguins in a glacier cave surrounded by icicles,Pwv4avomXYo,142.0,142.0
123,An icicle falls and hits the penguin on the head.,Pwv4avomXYo,139.25,139.25
123,An icicle falls and hits the penguin on the head.,Pwv4avomXYo,137.75,137.75
123,An icicle falls and hits the penguin on the head.,Pwv4avomXYo,138.0,138.0
123,An icicle falls and hits the penguin on the head.,Pwv4avomXYo,137.25,137.25
123,An icicle falls and hits the penguin on the head.,Pwv4avomXYo,142.0,142.0
124,A penguin walks to where the class is taking place.,Pwv4avomXYo,139.25,139.25
124,A penguin walks to where the class is taking place.,Pwv4avomXYo,137.75,137.75
124,A penguin walks to where the class is taking place.,Pwv4avomXYo,138.0,138.0
124,A penguin walks to where the class is taking place.,Pwv4avomXYo,137.25,137.25
124,A penguin walks to where the class is taking place.,Pwv4avomXYo,142.0,142.0
125,Teacher Penguin greets students in the morning,Pwv4avomXYo,139.25,139.25
125,Teacher Penguin greets students in the morning,Pwv4avomXYo,137.75,137.75
125,Teacher Penguin greets students in the morning,Pwv4avomXYo,138.0,138.0
125,Teacher Penguin greets students in the morning,Pwv4avomXYo,137.25,137.25
125,Teacher Penguin greets students in the morning,Pwv4avomXYo,142.0,142.0
126,Teacher Penguin says thank you to the student who said it was a heart song,Pwv4avomXYo,139.25,139.25
126,Teacher Penguin says thank you to the student who said it was a heart song,Pwv4avomXYo,137.75,137.75
126,Teacher Penguin says thank you to the student who said it was a heart song,Pwv4avomXYo,138.0,138.0
126,Teacher Penguin says thank you to the student who said it was a heart song,Pwv4avomXYo,137.25,137.25
126,Teacher Penguin says thank you to the student who said it was a heart song,Pwv4avomXYo,142.0,142.0
127,"Icicles, penguins",Pwv4avomXYo,139.25,139.25
127,"Icicles, penguins",Pwv4avomXYo,137.75,137.75
127,"Icicles, penguins",Pwv4avomXYo,138.0,138.0
127,"Icicles, penguins",Pwv4avomXYo,137.25,137.25
127,"Icicles, penguins",Pwv4avomXYo,142.0,142.0
128,7 emperor penguins,Pwv4avomXYo,139.25,139.25
128,7 emperor penguins,Pwv4avomXYo,137.75,137.75
128,7 emperor penguins,Pwv4avomXYo,138.0,138.0
128,7 emperor penguins,Pwv4avomXYo,137.25,137.25
128,7 emperor penguins,Pwv4avomXYo,142.0,142.0
129,A tense situation occurs when a man catches two people hanging from the edge of a coastal cliff.,Pwv4avomXYo,139.25,139.25
129,A tense situation occurs when a man catches two people hanging from the edge of a coastal cliff.,Pwv4avomXYo,137.75,137.75
129,A tense situation occurs when a man catches two people hanging from the edge of a coastal cliff.,Pwv4avomXYo,138.0,138.0
129,A tense situation occurs when a man catches two people hanging from the edge of a coastal cliff.,Pwv4avomXYo,137.25,137.25
129,A tense situation occurs when a man catches two people hanging from the edge of a coastal cliff.,Pwv4avomXYo,142.0,142.0
130,A man is hanging on a rough rock with his hands clinging to it.,Pwv4avomXYo,139.25,139.25
130,A man is hanging on a rough rock with his hands clinging to it.,Pwv4avomXYo,137.75,137.75
130,A man is hanging on a rough rock with his hands clinging to it.,Pwv4avomXYo,138.0,138.0
130,A man is hanging on a rough rock with his hands clinging to it.,Pwv4avomXYo,137.25,137.25
130,A man is hanging on a rough rock with his hands clinging to it.,Pwv4avomXYo,142.0,142.0
131,A boy strangles another boy,Pwv4avomXYo,139.25,139.25
131,A boy strangles another boy,Pwv4avomXYo,137.75,137.75
131,A boy strangles another boy,Pwv4avomXYo,138.0,138.0
131,A boy strangles another boy,Pwv4avomXYo,137.25,137.25
131,A boy strangles another boy,Pwv4avomXYo,142.0,142.0
132,A woman climbs a cliff with her bare hands,Pwv4avomXYo,139.25,139.25
132,A woman climbs a cliff with her bare hands,Pwv4avomXYo,137.75,137.75
132,A woman climbs a cliff with her bare hands,Pwv4avomXYo,138.0,138.0
132,A woman climbs a cliff with her bare hands,Pwv4avomXYo,137.25,137.25
132,A woman climbs a cliff with her bare hands,Pwv4avomXYo,142.0,142.0
133,Woman tells two boys to catch me,Pwv4avomXYo,139.25,139.25
133,Woman tells two boys to catch me,Pwv4avomXYo,137.75,137.75
133,Woman tells two boys to catch me,Pwv4avomXYo,138.0,138.0
133,Woman tells two boys to catch me,Pwv4avomXYo,137.25,137.25
133,Woman tells two boys to catch me,Pwv4avomXYo,142.0,142.0
134,A boy says I love you mom,Pwv4avomXYo,139.25,139.25
134,A boy says I love you mom,Pwv4avomXYo,137.75,137.75
134,A boy says I love you mom,Pwv4avomXYo,138.0,138.0
134,A boy says I love you mom,Pwv4avomXYo,137.25,137.25
134,A boy says I love you mom,Pwv4avomXYo,142.0,142.0
135,"Cliff, sea, two people, stones",Pwv4avomXYo,139.25,139.25
135,"Cliff, sea, two people, stones",Pwv4avomXYo,137.75,137.75
135,"Cliff, sea, two people, stones",Pwv4avomXYo,138.0,138.0
135,"Cliff, sea, two people, stones",Pwv4avomXYo,137.25,137.25
135,"Cliff, sea, two people, stones",Pwv4avomXYo,142.0,142.0
136,"Rocks, man, bleeding hands, cliff",Pwv4avomXYo,139.25,139.25
136,"Rocks, man, bleeding hands, cliff",Pwv4avomXYo,137.75,137.75
136,"Rocks, man, bleeding hands, cliff",Pwv4avomXYo,138.0,138.0
136,"Rocks, man, bleeding hands, cliff",Pwv4avomXYo,137.25,137.25
136,"Rocks, man, bleeding hands, cliff",Pwv4avomXYo,142.0,142.0
137,"There is a blue car and two people on the road, and a dinosaur model is installed above a store called Prehistoric Foret.",Pwv4avomXYo,139.25,139.25
137,"There is a blue car and two people on the road, and a dinosaur model is installed above a store called Prehistoric Foret.",Pwv4avomXYo,137.75,137.75
137,"There is a blue car and two people on the road, and a dinosaur model is installed above a store called Prehistoric Foret.",Pwv4avomXYo,138.0,138.0
137,"There is a blue car and two people on the road, and a dinosaur model is installed above a store called Prehistoric Foret.",Pwv4avomXYo,137.25,137.25
137,"There is a blue car and two people on the road, and a dinosaur model is installed above a store called Prehistoric Foret.",Pwv4avomXYo,142.0,142.0
138,Two men are sitting in a car with a broken windshield and no bonnet.,Pwv4avomXYo,139.25,139.25
138,Two men are sitting in a car with a broken windshield and no bonnet.,Pwv4avomXYo,137.75,137.75
138,Two men are sitting in a car with a broken windshield and no bonnet.,Pwv4avomXYo,138.0,138.0
138,Two men are sitting in a car with a broken windshield and no bonnet.,Pwv4avomXYo,137.25,137.25
138,Two men are sitting in a car with a broken windshield and no bonnet.,Pwv4avomXYo,142.0,142.0
139,A man punches another man and hits him in the face,Pwv4avomXYo,139.25,139.25
139,A man punches another man and hits him in the face,Pwv4avomXYo,137.75,137.75
139,A man punches another man and hits him in the face,Pwv4avomXYo,138.0,138.0
139,A man punches another man and hits him in the face,Pwv4avomXYo,137.25,137.25
139,A man punches another man and hits him in the face,Pwv4avomXYo,142.0,142.0
140,the roof of a car is torn off,Pwv4avomXYo,139.25,139.25
140,the roof of a car is torn off,Pwv4avomXYo,137.75,137.75
140,the roof of a car is torn off,Pwv4avomXYo,138.0,138.0
140,the roof of a car is torn off,Pwv4avomXYo,137.25,137.25
140,the roof of a car is torn off,Pwv4avomXYo,142.0,142.0
141,A man tells another man to get out of the car,Pwv4avomXYo,139.25,139.25
141,A man tells another man to get out of the car,Pwv4avomXYo,137.75,137.75
141,A man tells another man to get out of the car,Pwv4avomXYo,138.0,138.0
141,A man tells another man to get out of the car,Pwv4avomXYo,137.25,137.25
141,A man tells another man to get out of the car,Pwv4avomXYo,142.0,142.0
142,A man is yelling that a rhino is getting too close to his car,Pwv4avomXYo,139.25,139.25
142,A man is yelling that a rhino is getting too close to his car,Pwv4avomXYo,137.75,137.75
142,A man is yelling that a rhino is getting too close to his car,Pwv4avomXYo,138.0,138.0
142,A man is yelling that a rhino is getting too close to his car,Pwv4avomXYo,137.25,137.25
142,A man is yelling that a rhino is getting too close to his car,Pwv4avomXYo,142.0,142.0
143,"Forest, car, two people, dinosaur",Pwv4avomXYo,139.25,139.25
143,"Forest, car, two people, dinosaur",Pwv4avomXYo,137.75,137.75
143,"Forest, car, two people, dinosaur",Pwv4avomXYo,138.0,138.0
